0	30	0	10000
1258	99	0	10000
1501	27	0	10000
1080	80	0	10000
770	13	0	10000
383	138	0	10000
208	124	0	10000
164	110	0	10000
396	97	0	10000
642	21	0	10000
404	4	0	10000
1037	88	0	10000
272	50	0	10000
889	68	0	10000
398	325	0	10000
228	144	0	10000
449	53	0	10000
146	19	0	10000
518	100	0	10000
1098	10	0	10000
462	6	0	10000
2048	385	0	10000
479	20	0	10000
739	135	0	10000
431	23	0	10000
1998	72	0	10000
569	23	0	10000
526	91	0	10000
1715	156	0	10000
952	379	0	10000
422	227	0	10000
389	92	0	10000
276	132	0	10000
1032	8	0	10000
1272	159	0	10000
1758	57	0	10000
184	260	0	10000
1109	20	0	10000
1492	127	0	10000
1471	22	0	10000
574	110	0	10000
380	61	0	10000
719	43	0	10000
2152	8	0	10000
1406	127	0	10000
903	131	0	10000
554	91	0	10000
679	132	0	10000
454	320	0	10000
1612	121	0	10000
735	15	0	10000
1090	47	0	10000
168	57	0	10000
1587	157	0	10000
1660	68	0	10000
270	79	0	10000
209	98	0	10000
149	86	0	10000
1859	285	0	10000
720	27	0	10000
1058	83	0	10000
260	185	0	10000
1907	358	0	10000
871	27	0	10000
951	277	0	10000
306	43	0	10000
1985	12	0	10000
1825	180	0	10000
2318	87	0	10000
464	135	0	10000
288	86	0	10000
1004	24	0	10000
454	59	0	10000
2206	54	0	10000
68	35	0	10000
167	3	0	10000
685	13	0	10000
378	360	0	10000
299	207	0	10000
520	72	0	10000
369	219	0	10000
430	6	0	10000
2768	31	0	10000
441	109	0	10000
1646	8	0	10000
2929	19	0	10000
1859	2	0	10000
1440	132	0	10000
924	8	0	10000
745	68	0	10000
934	58	0	10000
2257	179	0	10000
284	190	0	10000
214	29	0	10000
230	43	0	10000
1133	628	0	10000
884	125	0	10000
2035	110	0	10000
643	278	0	10000
1571	125	0	10000
1017	66	0	10000
434	114	0	10000
627	16	0	10000
544	80	0	10000
1148	258	0	10000
349	35	0	10000
673	132	0	10000
438	60	0	10000
61	60	0	10000
2544	69	0	10000
1623	5	0	10000
2186	7	0	10000
1655	189	0	10000
664	51	0	10000
242	22	0	10000
1266	9	0	10000
1973	254	0	10000
